"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2026-04-01 ~ 2026-04-24"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 경기도"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","동","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"6892","경기도 수원시 권선구 구운동","462","0462","0000","삼환","73.6200","202604","03","37,550","10동","6","개인","개인","1992","수성로 47","-","직거래","-","26.04.13"
"6893","경기도 화성시 동탄구 반송동","93-9","0093","0009","동탄하이페리온","132.6600","202604","03","71,000","-","14","개인","개인","2010"," 156","-","중개거래","경기 화성시 동탄구","-"
"6894","경기도 안산시 상록구 사동","1343","1343","0000","현대2","84.9900","202604","03","39,500","-","8","개인","개인","1995","감골2로 12","-","중개거래","경기 안산시 상록구","-"
"6895","경기도 고양시 일산서구 주엽동","60","0060","0000","강선마을9단지화성","69.9000","202604","03","38,700","-","9","개인","개인","1993","강성로 62","-","중개거래","경기 고양시 일산서구","-"
"6896","경기도 수원시 권선구 호매실동","1371","1371","0000","호매실마을13단지","59.9300","202604","03","46,500","-","13","개인","개인","2015","호매실로218번길 111","-","중개거래","경기 수원시 권선구","-"
"6897","경기도 구리시 인창동","474","0474","0000","건영","61.7200","202604","03","52,000","-","3","개인","개인","1994","동구릉로 151","-","중개거래","경기 구리시","-"
"6898","경기도 고양시 일산동구 백석동","1139","1139","0000","백송마을(코오롱)","51.0300","202604","03","26,000","-","3","개인","개인","1994","백석로 151","-","중개거래","경기 고양시 일산동구","-"
"6899","경기도 화성시 동탄구 반송동","80","0080","0000","동탄시범다은마을 월드메르디앙 반도유보라","59.0700","202604","03","74,500","-","16","개인","개인","2007"," 189","-","중개거래","경기 화성시 동탄구","-"
"6900","경기도 수원시 팔달구 매교동","300","0300","0000","매교역푸르지오SKVIEW","59.7800","202604","03","79,500","-","18","개인","개인","2023","인계로 20","-","중개거래","경기 수원시 팔달구","-"
"6901","경기도 김포시 구래동","6895-2","6895","0002","한강신도시3차푸르지오","59.4950","202604","03","37,000","-","10","개인","개인","2017","김포한강8로 409","-","중개거래","경기 김포시","-"
"6902","경기도 광명시 소하동","1288","1288","0000","광명소하휴먼시아2단지","135.9100","202604","03","104,500","-","10","개인","개인","2010","소하로 38","-","중개거래","경기 광명시","-"
"6903","경기도 구리시 인창동","453","0453","0000","성원","84.9900","202604","03","78,000","-","17","개인","개인","2000","동구릉로129번길 24","-","중개거래","경기 구리시","-"
"6904","경기도 구리시 인창동","651-27","0651","0027","원일아름","41.7000","202604","03","38,500","-","22","개인","개인","1998","동구릉로85번길 17","-","중개거래","경기 구리시","-"
"6905","경기도 구리시 인창동","668-1","0668","0001","주공6","58.1400","202604","03","64,500","-","4","개인","개인","1996","건원대로34번길 77","-","중개거래","경기 구리시","-"
"6906","경기도 성남시 분당구 정자동","117","0117","0000","한솔마을(6단지)(주공)","37.6700","202604","03","103,000","-","8","개인","개인","1995","내정로 54","-","중개거래","경기 성남시 분당구","-"
"6907","경기도 의정부시 용현동","46","0046","0000","용현현대1차","84.9450","202604","03","38,000","-","11","개인","개인","1992","오목로 36","-","직거래","-","-"
"6908","경기도 의정부시 용현동","402-1","0402","0001","보광","64.0900","202604","03","18,500","-","2","개인","개인","1990","시민로387번길 5","-","중개거래","경기 의정부시","-"
"6909","경기도 의정부시 용현동","567","0567","0000","탑석센트럴자이","75.9191","202604","03","60,000","-","13","개인","개인","2021","용민로 10","-","중개거래","경기 의정부시","-"
"6910","경기도 파주시 목동동","1142","1142","0000","운정신도시 센트럴 푸르지오","84.9928","202604","03","67,300","-","23","개인","개인","2018","심학산로 385","-","중개거래","경기 파주시","-"
"6911","경기도 파주시 목동동","1149","1149","0000","산내마을9단지힐스테이트운정","72.7404","202604","03","55,800","-","15","개인","개인","2018","교하로 100","-","중개거래","경기 파주시","-"
"6912","경기도 파주시 목동동","667","0667","0000","해솔마을4단지벽산우남연리지(667)","119.4578","202604","03","41,000","-","6","개인","개인","2010","해솔로 20","-","중개거래","경기 파주시","-"
"6913","경기도 여주시 오학동","100-5","0100","0005","현진에버빌","39.9450","202604","03","8,000","101","2","개인","개인","1998","여양로 341-10","-","중개거래","경기 여주시","26.04.03"
"6914","경기도 수원시 장안구 정자동","882-5","0882","0005","화서역파크뷰","59.9400","202604","03","53,700","-","2","개인","개인","2000","대평로51번길 56","-","중개거래","경기 수원시 장안구","-"
"6915","경기도 성남시 분당구 금곡동","192","0192","0000","두산위브트레지움","147.5200","202604","03","167,000","-","11","개인","개인","2003","정자일로 55","-","중개거래","경기 성남시 분당구","-"
"6916","경기도 성남시 분당구 정자동","117","0117","0000","한솔마을(6단지)(주공)","58.7100","202604","03","132,000","-","1","개인","개인","1995","내정로 54","-","중개거래","경기 성남시 분당구, 충남 천안시 서북구","-"
"6917","경기도 성남시 분당구 정자동","112","0112","0000","한솔마을(5단지)(주공)","51.6600","202604","03","137,000","-","5","개인","개인","1994","정자로 115","-","중개거래","경기 성남시 분당구","-"
"6918","경기도 부천시 원미구 심곡동","119-5","0119","0005","ProudAPT","60.4200","202604","03","53,500","Proud APT","3","개인","법인","2024","부천로86번길 34","-","직거래","-","26.04.09"
"6919","경기도 부천시 원미구 약대동","216-1","0216","0001","부천아이파크","59.9500","202604","03","57,000","-","11","개인","개인","2017","평천로 679","-","중개거래","경기 부천시 원미구","-"
"6920","경기도 성남시 분당구 수내동","24","0024","0000","양지마을(5단지)(한양501-514)","35.1000","202604","03","117,000","-","5","개인","개인","1993","내정로165번길 35","-","중개거래","경기 성남시 분당구","-"
"6921","경기도 화성시 동탄구 능동","1124","1124","0000","동탄숲속마을자연앤경남아너스빌(1124-0)","76.5100","202604","02","54,750","-","18","개인","개인","2008"," 69","-","중개거래","경기 화성시 동탄구","-"
"6922","경기도 수원시 장안구 정자동","423-1","0423","0001","벽산블루밍","59.9900","202604","02","40,700","-","9","개인","개인","2007","파장로 53","-","중개거래","경기 수원시 장안구","-"
"6923","경기도 수원시 장안구 정자동","423-1","0423","0001","벽산블루밍","84.9800","202604","02","47,800","-","3","개인","개인","2007","파장로 53","-","중개거래","경기 수원시 장안구","-"
"6924","경기도 수원시 장안구 정자동","961","0961","0000","화서역푸르지오브리시엘","84.8641","202604","02","130,000","-","3","개인","개인","2023","수성로157번길 60","-","중개거래","경기 수원시 장안구","-"
"6925","경기도 수원시 장안구 정자동","888-2","0888","0002","노을마을대동","59.9900","202604","02","39,000","-","1","개인","개인","2000","대평로39번길 8","-","중개거래","경기 수원시 장안구","-"
"6926","경기도 수원시 장안구 정자동","887-1","0887","0001","화서역 우방 센트럴파크","59.9600","202604","02","56,000","-","22","개인","개인","1999","수성로245번길 21","-","중개거래","경기 수원시 장안구, 경기 수원시 팔달구","-"
"6927","경기도 수원시 장안구 정자동","886-1","0886","0001","화서역현대벽산","59.9500","202604","02","45,000","-","17","개인","개인","1999","정자천로188번길 64","-","중개거래","경기 수원시 장안구","-"
"6928","경기도 수원시 장안구 정자동","880-3","0880","0003","백설마을삼환나우빌","59.8300","202604","02","52,500","-","7","개인","개인","1999","천천로22번길 34","-","중개거래","경기 수원시 장안구","-"
"6929","경기도 수원시 장안구 정자동","870-1","0870","0001","백설마을현대코오롱아파트","59.7900","202604","02","35,500","-","2","개인","개인","1999","만석로68번길 10","-","중개거래","경기 수원시 장안구","-"
"6930","경기도 수원시 장안구 정자동","919","0919","0000","청솔마을한라","59.9850","202604","02","47,000","-","5","개인","개인","2001","만석로20번길 28","-","중개거래","경기 수원시 장안구","-"
"6931","경기도 수원시 장안구 율전동","560","0560","0000","서희스타힐스3단지","59.5210","202604","02","31,800","-","15","개인","개인","2010","덕영대로407번길 83","-","중개거래","경기 수원시 장안구","-"
"6932","경기도 수원시 장안구 천천동","333","0333","0000","화서역푸르지오더에듀포레","113.8600","202604","02","83,500","-","23","개인","개인","2009","화산로 85","-","중개거래","경기 수원시 권선구, 경기 수원시 장안구","-"
"6933","경기도 수원시 장안구 천천동","544","0544","0000","천천삼성래미안","84.9900","202604","02","54,500","-","9","개인","개인","2002","화산로187번길 19","-","중개거래","경기 수원시 장안구","-"
"6934","경기도 수원시 권선구 서둔동","371","0371","0000","센트라우스","84.9916","202604","02","60,400","-","10","개인","개인","2005","세화로168번길 15","-","중개거래","경기 수원시 권선구","-"
"6935","경기도 수원시 권선구 서둔동","418","0418","0000","수원역한라비발디퍼스트","49.0748","202604","02","33,900","-","8","개인","개인","2021","세화로154번길 7-10","-","중개거래","경기 수원시 권선구","-"
"6936","경기도 수원시 권선구 구운동","462","0462","0000","삼환","73.6200","202604","02","47,000","-","3","개인","개인","1991","수성로 47","-","중개거래","경기 수원시 권선구","-"
"6937","경기도 수원시 권선구 금곡동","1081","1081","0000","호매실역서희스타힐스","74.9800","202604","02","55,000","-","5","개인","개인","2011","금곡로 46","-","중개거래","경기 수원시 권선구","-"
"6938","경기도 수원시 권선구 금곡동","262-10","0262","0010","신미주","83.9900","202604","02","30,500","-","3","개인","개인","1994","금호로15번길 15","-","중개거래","경기 수원시 권선구","-"
"6939","경기도 수원시 권선구 호매실동","1371","1371","0000","호매실마을13단지","59.9300","202604","02","46,300","-","17","개인","개인","2015","호매실로218번길 111","-","중개거래","경기 수원시 권선구","-"
"6940","경기도 수원시 권선구 호매실동","1352","1352","0000","극동스타클래스","84.9400","202604","02","68,700","-","9","개인","개인","2017","금곡로140번길 73","-","중개거래","경기 수원시 권선구","-"
"6941","경기도 수원시 권선구 곡반정동","654","0654","0000","수원하늘채더퍼스트2단지","74.8800","202604","02","57,000","-","14","개인","개인","2022","망포로 14","-","중개거래","경기 수원시 권선구","-"
"6942","경기도 수원시 권선구 권선동","1323","1323","0000","권선3지구써미트빌","125.6540","202604","02","61,700","-","8","개인","개인","2001","덕영대로1323번길 26-24","-","중개거래","경기 수원시 권선구, 경기 수원시 영통구","-"
"6943","경기도 수원시 권선구 권선동","1304","1304","0000","매탄권선역리버파크","59.8100","202604","02","46,000","-","4","개인","개인","2001","세권로 334","-","중개거래","경기 수원시 권선구","-"
"6944","경기도 수원시 권선구 권선동","1274","1274","0000","대원신동아","59.8800","202604","02","31,700","-","4","개인","개인","1996","권중로 136","-","중개거래","경기 수원시 권선구","-"
"6945","경기도 수원시 팔달구 매교동","292","0292","0000","힐스테이트푸르지오수원","84.9100","202604","02","89,000","-","12","개인","개인","2023","효원로93번길 33","-","중개거래","경기 수원시 팔달구","-"
"6946","경기도 수원시 팔달구 매교동","300","0300","0000","매교역푸르지오SKVIEW","59.9400","202604","02","70,200","-","2","개인","개인","2023","인계로 20","-","중개거래","경기 수원시 팔달구","-"
"6947","경기도 수원시 팔달구 고등동","310","0310","0000","수원역푸르지오자이","84.9900","202604","02","78,920","-","9","개인","개인","2021","고등로 15","-","직거래","-","-"
"6948","경기도 수원시 팔달구 화서동","730","0730","0000","꽃뫼마을코오롱","84.7290","202604","02","71,800","-","20","개인","개인","2002","일월로18번길 4-26","-","중개거래","경기 수원시 팔달구","-"
"6949","경기도 수원시 팔달구 우만동","300","0300","0000","우만주공4단지","36.1600","202604","02","32,000","-","6","개인","개인","1992","창룡대로 194","-","중개거래","경기 수원시 팔달구","-"
"6950","경기도 수원시 팔달구 인계동","1173","1173","0000","수원센트럴아이파크자이","59.9800","202604","02","68,300","-","9","개인","개인","2024","인계로 21","-","중개거래","경기 수원시 팔달구","-"
"6951","경기도 수원시 팔달구 인계동","163","0163","0000","선경1","133.8550","202604","02","54,000","-","12","개인","개인","1993","권광로317번길 12","-","중개거래","경기 수원시 팔달구","-"
"6952","경기도 수원시 팔달구 인계동","158-30","0158","0030","선경2","59.3350","202604","02","28,500","-","9","개인","개인","1994","권광로 318","-","중개거래","경기 수원시 영통구, 경기 수원시 팔달구","-"
"6953","경기도 수원시 영통구 매탄동","176","0176","0000","현대힐스테이트","75.8140","202604","02","59,800","-","3","개인","개인","2006","권광로260번길 36","-","중개거래","경기 수원시 영통구","-"
"6954","경기도 수원시 영통구 원천동","589","0589","0000","광교중흥에스클래스","98.9859","202604","02","190,000","-","47","개인","개인","2019","광교호수공원로 277","-","중개거래","경기 수원시 영통구","-"
"6955","경기도 수원시 영통구 원천동","333-3","0333","0003","삼성1","49.1400","202604","02","23,000","-","14","개인","개인","1992","삼성로268번길 8","-","중개거래","경기 수원시 영통구","-"
"6956","경기도 수원시 영통구 원천동","548","0548","0000","원천레이크파크","49.9500","202604","02","35,400","-","11","개인","개인","1999","중부대로448번길 28","-","중개거래","경기 수원시 영통구, 서울 강남구","-"
"6957","경기도 수원시 영통구 이의동","1226","1226","0000","광교 해모로 아파트","84.8000","202604","02","75,000","-","10","개인","개인","2011","광교로 286","-","중개거래","경기 수원시 영통구","-"
"6958","경기도 수원시 영통구 하동","994","0994","0000","광교호수마을호반써밋","84.9600","202604","02","127,500","-","8","개인","개인","2011","법조로 134","-","중개거래","경기 수원시 영통구","-"
"6959","경기도 수원시 영통구 하동","1013","1013","0000","광교더리브","74.7800","202604","02","132,500","-","24","개인","개인","2013","센트럴파크로 34","-","중개거래","경기 수원시 영통구, 경기 화성시 동탄구","-"
"6960","경기도 수원시 영통구 영통동","973-3","0973","0003","벽적골두산","59.7300","202604","02","50,500","-","18","개인","개인","1997","영통로 232","-","중개거래","경기 수원시 영통구","-"
"6961","경기도 수원시 영통구 영통동","972-2","0972","0002","벽적골주공휴먼시아8단지","49.5900","202604","02","32,000","-","19","개인","개인","1997","영통로290번길 26","-","중개거래","경기 수원시 영통구","-"
"6962","경기도 수원시 영통구 영통동","973-3","0973","0003","벽적골한신","59.7300","202604","02","47,500","-","14","개인","개인","1997","영통로 232","-","중개거래","경기 수원시 영통구","-"
"6963","경기도 수원시 영통구 영통동","973-3","0973","0003","벽적골한신","59.8400","202604","02","53,000","-","15","개인","개인","1997","영통로 232","-","중개거래","경기 수원시 영통구","-"
"6964","경기도 수원시 영통구 영통동","963-2","0963","0002","신나무실신성","59.9650","202604","02","40,000","-","5","개인","개인","1997","매영로310번길 12","-","직거래","-","-"
"6965","경기도 수원시 영통구 영통동","963-2","0963","0002","신나무실쌍용","59.9650","202604","02","39,000","-","7","개인","개인","1997","매영로310번길 12","-","중개거래","경기 수원시 영통구","-"
"6966","경기도 수원시 영통구 영통동","963-2","0963","0002","신나무실쌍용","59.9650","202604","02","42,500","-","15","개인","개인","1997","매영로310번길 12","-","중개거래","경기 수원시 영통구","-"
"6967","경기도 수원시 영통구 영통동","967-2","0967","0002","신나무실풍림","84.9000","202604","02","78,000","-","18","개인","개인","2000","봉영로1517번길 30","-","중개거래","경기 수원시 영통구","-"
"6968","경기도 수원시 영통구 영통동","971-1","0971","0001","벽적골롯데","49.7100","202604","02","41,500","-","2","개인","개인","2002","덕영대로1555번길 20","-","중개거래","경기 수원시 영통구","-"
"6969","경기도 수원시 영통구 영통동","970-3","0970","0003","벽적골9단지주공","59.3900","202604","02","54,700","-","16","개인","개인","1999","봉영로1517번길 27","-","중개거래","경기 수원시 영통구, 경기 용인시 처인구","-"
"6970","경기도 수원시 영통구 영통동","989-2","0989","0002","현대","99.5800","202604","02","89,950","-","6","개인","개인","1998","매영로 366","-","중개거래","경기 수원시 영통구","-"
"6971","경기도 수원시 영통구 영통동","1052-2","1052","0002","황골마을(쌍용)","59.8000","202604","02","35,000","-","1","개인","개인","1998","봉영로1744번길 16","-","중개거래","경기 수원시 영통구","-"
"6972","경기도 수원시 영통구 영통동","955-1","0955","0001","황골마을주공1","59.9900","202604","02","48,500","-","18","개인","개인","1997","영통로 498","-","중개거래","경기 수원시 영통구","-"
"6973","경기도 수원시 영통구 영통동","955-1","0955","0001","황골마을주공1","59.9900","202604","02","40,000","-","1","개인","개인","1997","영통로 498","-","중개거래","경기 수원시 영통구","-"
"6974","경기도 수원시 영통구 영통동","955-1","0955","0001","황골마을주공1","59.9900","202604","02","52,000","-","7","개인","개인","1997","영통로 498","-","중개거래","경기 수원시 영통구, 서울 강동구","-"
"6975","경기도 성남시 수정구 고등동","590","0590","0000","판교밸리제일풍경채","84.9826","202604","02","128,500","-","13","개인","법인","2020","고등공원로 19","-","직거래","-","-"
"6976","경기도 성남시 중원구 성남동","3121","3121","0000","현대","42.6200","202604","02","41,000","-","5","개인","개인","1992","둔촌대로 193","-","중개거래","경기 성남시 중원구","-"
"6977","경기도 성남시 중원구 금광동","2450-1","2450","0001","황송마을","49.9800","202604","02","51,000","-","4","개인","개인","1993","황송로 6","-","중개거래","경기 성남시 중원구","-"
"6978","경기도 성남시 중원구 상대원동","174","0174","0000","산성","84.9600","202604","02","47,000","-","5","개인","개인","1997","사기막골로150번길 10","-","중개거래","서울 송파구","-"
"6979","경기도 성남시 중원구 상대원동","279-1","0279","0001","선경2차","49.9800","202604","02","50,000","-","8","개인","개인","1994","금상로 134","-","중개거래","경기 성남시 중원구, 경기 하남시","-"
"6980","경기도 성남시 중원구 상대원동","279-1","0279","0001","선경2차","49.9800","202604","02","50,000","-","10","개인","개인","1994","금상로 134","-","중개거래","경기 성남시 중원구","-"
"6981","경기도 성남시 중원구 중앙동","3001","3001","0000","신흥역하늘채랜더스원1단지","59.8800","202604","02","127,000","-","15","개인","개인","2022","광명로 176","-","중개거래","경기 성남시 중원구","-"
"6982","경기도 성남시 분당구 수내동","36","0036","0000","양지마을(2단지)(청구)","134.8000","202604","02","255,000","-","13","개인","개인","1992","내정로 185","-","중개거래","경기 성남시 분당구","-"
"6983","경기도 성남시 분당구 수내동","24","0024","0000","양지마을(5단지)(한양501-514)","35.1000","202604","02","119,900","-","6","개인","개인","1993","내정로165번길 35","-","중개거래","경기 성남시 분당구","-"
"6984","경기도 성남시 분당구 수내동","24","0024","0000","양지마을(5단지)(한양501-514)","35.1000","202604","02","117,500","509","3","개인","개인","1993","내정로165번길 35","-","중개거래","경기 성남시 분당구","26.04.10"
"6985","경기도 성남시 분당구 정자동","112","0112","0000","한솔마을(5단지)(주공)","74.1600","202604","02","165,000","-","7","개인","개인","1994","정자로 115","-","중개거래","경기 성남시 분당구","-"
"6986","경기도 성남시 분당구 서현동","92","0092","0000","시범현대","84.9500","202604","02","195,000","-","24","개인","개인","1992","중앙공원로 20","-","중개거래","경기 성남시 분당구","-"
"6987","경기도 성남시 분당구 서현동","308","0308","0000","효자촌(럭키)","53.8200","202604","02","62,000","625","7","개인","개인","1994","불정로 362","-","직거래","-","26.04.17"
"6988","경기도 성남시 분당구 야탑동","536","0536","0000","탑마을(선경)1","83.7300","202604","02","163,000","-","3","개인","개인","1992","야탑로 20","-","중개거래","경기 성남시 분당구","-"
"6989","경기도 성남시 분당구 금곡동","133","0133","0000","청솔마을(주공9단지)","36.5400","202604","02","95,000","-","14","개인","개인","1995","미금로 216","-","중개거래","경기 성남시 분당구","-"
"6990","경기도 성남시 분당구 금곡동","133","0133","0000","청솔마을(주공9단지)","36.5400","202604","02","95,500","-","15","개인","개인","1995","미금로 216","-","중개거래","경기 성남시 분당구","-"
"6991","경기도 의정부시 의정부동","720","0720","0000","의정부롯데캐슬골드파크2단지","59.9700","202604","02","45,000","208동","24","개인","개인","2018","범골로63번길 31","-","중개거래","경기 의정부시","26.04.13"
"6992","경기도 의정부시 의정부동","721","0721","0000","의정부롯데캐슬골드파크1단지","59.9800","202604","02","45,250","-","5","개인","개인","2018","범골로63번길 13","-","중개거래","경기 양주시, 경기 의정부시","-"
"6993","경기도 의정부시 호원동","458-11","0458","0011","그랑베르","19.7856","202604","02","9,500","1","9","개인","개인","2016","평화로 206","-","중개거래","경기 의정부시","26.04.06"
"6994","경기도 의정부시 호원동","121","0121","0000","건영","84.9000","202604","02","39,300","-","8","개인","개인","1992","평화로168번길 12","-","중개거래","경기 의정부시","-"
"6995","경기도 의정부시 호원동","376-7","0376","0007","뉴익호원가든3","59.9700","202604","02","30,300","-","3","개인","개인","1999","범골로 23","-","중개거래","경기 의정부시","-"
"6996","경기도 의정부시 호원동","401-1","0401","0001","신도6","84.9200","202604","02","32,000","-","1","개인","개인","1997","범골로29번길 34","-","중개거래","경기 의정부시","-"
"6997","경기도 의정부시 호원동","446","0446","0000","우성1","59.8500","202604","02","23,000","-","2","개인","개인","1993","안말로85번길 10","-","중개거래","경기 의정부시","-"
"6998","경기도 의정부시 신곡동","816","0816","0000","e편한세상신곡파크비스타","72.9453","202604","02","48,500","-","15","개인","개인","2019","시민로 287","-","중개거래","경기 의정부시","-"
"6999","경기도 의정부시 신곡동","108-15","0108","0015","신명스카이뷰-2","58.9820","202604","02","17,000","-","4","개인","개인","2004","추동로108번길 109","-","중개거래","경기 의정부시","-"
"7000","경기도 의정부시 용현동","391-19","0391","0019","건영","59.8000","202604","02","17,000","-","8","개인","개인","1998","용민로7번길 50","-","중개거래","경기 의정부시","-"
"7001","경기도 의정부시 민락동","695-1","0695","0001","민락주공2단지","59.3900","202604","02","19,900","-","3","개인","개인","1999","오목로 150","-","중개거래","경기 의정부시","-"
"7002","경기도 의정부시 낙양동","757","0757","0000","의정부민락푸르지오","84.9420","202604","02","40,800","-","20","개인","개인","2015","송양로 46","-","중개거래","경기 의정부시","-"
"7003","경기도 의정부시 낙양동","736","0736","0000","대광로제비앙포레스트","82.8289","202604","02","39,500","-","20","개인","개인","2018","용민로 373-20","-","중개거래","경기 의정부시","-"
"7004","경기도 의정부시 녹양동","80","0080","0000","현대","71.1800","202604","02","20,800","104","14","개인","개인","1990","녹양로 86-15","-","중개거래","경기 의정부시","26.04.13"
"7005","경기도 의정부시 고산동","945","0945","0000","의정부고산대방노블랜드에듀파크아파트","84.9632","202604","02","54,000","-","24","개인","개인","2020","서광로 210","-","중개거래","경기 의정부시","-"
"7006","경기도 안양시 만안구 안양동","622-236","0622","0236","위너스빌","17.0900","202604","02","7,900","주건축물제1","4","개인","개인","2013","장내로140번길 67","-","중개거래","경기 안양시 만안구","26.04.15"
"7007","경기도 안양시 만안구 안양동","689-216","0689","0216","안양리치빌1","19.9650","202604","02","9,450","-","4","개인","개인","2014","안양로332번길 5","-","중개거래","경기 안양시 만안구","26.04.07"
"7008","경기도 안양시 만안구 안양동","510-35","0510","0035","하이트뷰아파트","62.8800","202604","02","35,500","-","6","개인","개인","2016","안양로148번길 15","-","중개거래","경기 부천시 소사구","-"
"7009","경기도 안양시 만안구 안양동","1393","1393","0000","래미안안양메가트리아","114.7100","202604","02","112,600","-","15","개인","개인","2016","안양천서로 177","-","중개거래","경기 안양시 만안구","-"
"7010","경기도 안양시 만안구 안양동","42-10","0042","0010","메르시","66.5700","202604","02","25,800","-","2","개인","개인","2018","예술공원로70번길 9","-","직거래","-","26.04.20"
"7011","경기도 안양시 만안구 안양동","1416","1416","0000","안양씨엘포레자이","59.9861","202604","02","67,000","-","16","개인","개인","2021","소곡로 78","-","중개거래","경기 안양시 만안구","-"
"7012","경기도 안양시 만안구 안양동","1448","1448","0000","아르테자이","59.9700","202604","02","73,000","-","9","개인","개인","2023","경수대로1166번길 10","-","중개거래","경기 안양시 만안구","-"
"7013","경기도 안양시 만안구 안양동","1024-1","1024","0001","뉴골든","44.3250","202604","02","15,000","-","5","개인","개인","1988","병목안로 129-27","20260414","중개거래","경기 안양시 만안구","-"
"7014","경기도 안양시 만안구 박달동","149-1","0149","0001","금호타운","59.3100","202604","02","30,000","-","12","개인","개인","1996","삼봉로 61","-","중개거래","경기 안양시 만안구","-"
"7015","경기도 안양시 동안구 비산동","1163","1163","0000","안양임곡휴먼시아","84.9900","202604","02","68,000","-","12","개인","개인","2007","임곡로 16","-","중개거래","경기 안양시 동안구","-"
"7016","경기도 안양시 동안구 비산동","1163","1163","0000","안양임곡휴먼시아","59.7100","202604","02","63,000","-","3","개인","개인","2007","임곡로 16","-","중개거래","경기 안양시 동안구","-"
"7017","경기도 안양시 동안구 비산동","1185","1185","0000","평촌자이아이파크","49.9668","202604","02","75,000","-","16","개인","개인","2021","비산로 22","-","중개거래","경기 안양시 동안구","-"
"7018","경기도 안양시 동안구 비산동","1109-6","1109","0006","샛별한양6(고층1109-6)","42.6150","202604","02","50,000","-","5","개인","개인","1993","평촌대로253번길 18","-","중개거래","경기 안양시 동안구","-"
"7019","경기도 안양시 동안구 비산동","1101-8","1101","0008","샛별한양4-3","41.2650","202604","02","42,000","-","8","개인","개인","1993","달안로 75","-","중개거래","경기 안양시 동안구","-"
"7020","경기도 안양시 동안구 비산동","1103","1103","0000","은하수벽산","84.9000","202604","02","114,000","-","10","개인","개인","1992","시민대로159번길 62","-","중개거래","경기 안양시 동안구","-"
"7021","경기도 안양시 동안구 평촌동","75-2","0075","0002","인덕원대우","60.0000","202604","02","94,000","-","3","개인","개인","2001","학의로 390","-","중개거래","경기 안양시 동안구","-"
"7022","경기도 안양시 동안구 평촌동","899-7","0899","0007","향촌마을현대5차","59.7600","202604","02","113,000","-","8","개인","개인","1993","귀인로 213","-","중개거래","경기 안양시 동안구","-"
"7023","경기도 안양시 동안구 호계동","971-1","0971","0001","DYtown","18.9685","202604","02","7,800","-","2","개인","개인","2014","경수대로519번길 47","-","중개거래","경기 수원시 팔달구","-"
"7024","경기도 안양시 동안구 호계동","1323","1323","0000","평촌신원아침도시","61.2805","202604","02","53,200","-","9","개인","개인","2022","호성로 14","-","중개거래","경기 안양시 동안구","-"
"7025","경기도 안양시 동안구 호계동","1053-3","1053","0003","목련아파트","100.7700","202604","02","160,000","-","10","개인","개인","1994","동안로 75","-","중개거래","경기 안양시 동안구","-"
"7026","경기도 안양시 동안구 호계동","1121","1121","0000","샘마을대우","134.6400","202604","02","135,000","-","7","개인","개인","1994","흥안대로223번길 47","-","중개거래","경기 안양시 동안구","-"
"7027","경기도 부천시 원미구 원미동","222","0222","0000","이안더부천","51.2920","202604","02","39,000","-","12","개인","개인","2021","원미로144번길 11","-","중개거래","경기 부천시 원미구","-"
"7028","경기도 부천시 원미구 역곡동","33","0033","0000","역곡2차한양수자인","84.7900","202604","02","50,500","-","5","개인","개인","2006","지봉로51번길 16-14","-","중개거래","경기 부천시 원미구","-"
"7029","경기도 부천시 원미구 역곡동","414","0414","0000","대명앙뜨레빌","83.9660","202604","02","41,500","-","1","개인","개인","2010","지봉로45번길 16-7","-","중개거래","경기 부천시 원미구","-"
"7030","경기도 부천시 원미구 역곡동","213-7","0213","0007","대주파크빌","59.9551","202604","02","38,500","-","2","개인","개인","2003","지봉로 153","-","중개거래","경기 부천시 원미구","-"
"7031","경기도 부천시 원미구 역곡동","213-7","0213","0007","대주파크빌","84.7010","202604","02","46,500","-","3","개인","개인","2003","지봉로 153","-","중개거래","경기 부천시 원미구","-"
"7032","경기도 부천시 원미구 중동","1293-1","1293","0001","래미안부천중동","70.0000","202604","02","79,500","-","20","개인","개인","2015","신흥로276번길 15","-","중개거래","경기 부천시 원미구","-"
"7033","경기도 부천시 원미구 중동","1178","1178","0000","미리내마을(롯데1)","33.5400","202604","02","25,800","-","6","개인","개인","1993","소향로 206","-","중개거래","경기 부천시 원미구","-"
